observed	reference	prediction_mask_follow_up	reference_mask_follow_up	prediction_mask_follow_up_intensity	reference_mask_follow_up_intensity	prediction_make_bin_change	reference_make_bin_change	prediction_change_frequency	reference_change_frequency	prediction_transition	reference_transition	prediction_presence	reference_presence
1111	1221	1111	1XXX	1111_I	1XXX_I	Not changed	Not changed	Stable (No Change)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable presence	Stable loss
2121	2221	2XXX	222X	2XXX_I	222X_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
4211	4211	4XXX	4XXX	4XXX_I	4XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
2412	2229	2XXX	222X	2XXX_I	222X_E	Not changed	Changed	Reverted (2 LUs in between)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Intermittent Presence	Stable absence
6696	6696	66XX	66XX	66XX_E	66XX_E	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
6696	6696	66XX	66XX	66XX_E	66XX_E	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
9994	9994	999X	999X	999X_E	999X_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
0994	9994	0XXX	999X	0XXX_E	999X_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
9994	9994	999X	999X	999X_E	999X_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
0994	9924	0XXX	99XX	0XXX_E	99XX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
2994	2994	2XXX	2XXX	2XXX_E	2XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
3344	3944	33XX	3XXX	33XX_E	3XXX_E	Changed	Changed	Shifted (1 Change)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
4344	4944	4XXX	4XXX	4XXX_E	4XXX_E	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
1444	1944	1XXX	1XXX	1XXX_I	1XXX_E	Changed	Changed	Shifted (1 Change)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual gain	Eventual gain
4444	4444	4444	4444	4444_E	4444_E	Not changed	Not changed	Stable (No Change)	Stable (No Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
4444	4444	4444	4444	4444_E	4444_E	Not changed	Not changed	Stable (No Change)	Stable (No Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
2214	2214	22XX	22XX	22XX_I	22XX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Intermittent Presence	Intermittent Presence
4214	4224	4XXX	4XXX	4XXX_I	4XXX_I	Not changed	Not changed	Reverted (2 LUs in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Intermittent Presence	Stable absence
0214	2214	0XXX	22XX	0XXX_I	22XX_I	Changed	Changed	Fully Dynamic (All Different)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Intermittent Presence	Intermittent Presence
2214	2219	22XX	22XX	22XX_I	22XX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Intermittent Presence	Intermittent Presence
3224	3244	3XXX	3XXX	3XXX_I	3XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
4444	4244	4444	4XXX	4444_E	4XXX_I	Not changed	Not changed	Stable (No Change)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
4544	4244	4XXX	4XXX	4XXX_E	4XXX_I	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
2244	2244	22XX	22XX	22XX_E	22XX_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
2244	2244	22XX	22XX	22XX_E	22XX_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
2244	2244	22XX	22XX	22XX_E	22XX_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
2343	2343	2XXX	2XXX	2XXX_E	2XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
3335	3335	333X	333X	333X_E	333X_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
3335	3335	333X	333X	333X_E	333X_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
4335	4335	4XXX	4XXX	4XXX_E	4XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
2335	2335	2XXX	2XXX	2XXX_E	2XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
2235	2335	22XX	2XXX	22XX_E	2XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
2335	2335	2XXX	2XXX	2XXX_E	2XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
2222	2222	2222	2222	2222_I	2222_I	Not changed	Not changed	Stable (No Change)	Stable (No Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
3311	3311	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
3311	3311	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
3321	3321	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
2311	2311	2XXX	2XXX	2XXX_I	2XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
3311	3311	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
3311	3311	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
2311	2312	2XXX	2XXX	2XXX_I	2XXX_I	Changed	Not changed	Shifted (2 LU Changes)	Reverted (2 LUs in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Intermittent Presence
2313	2313	2XXX	2XXX	2XXX_I	2XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Intermittent Presence	Intermittent Presence
3311	3311	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
3311	3311	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
2311	2311	2XXX	2XXX	2XXX_I	2XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
3311	3311	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
3311	3311	33XX	33XX	33XX_I	33XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
4411	4911	44XX	4XXX	44XX_I	4XXX_I	Changed	Changed	Shifted (1 Change)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
1911	1411	1XXX	1XXX	1XXX_I	1XXX_I	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual loss	Eventual loss
9311	9911	9XXX	99XX	9XXX_I	99XX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
1111	1811	1111	1XXX	1111_I	1XXX_I	Not changed	Not changed	Stable (No Change)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable presence	Eventual loss
9922	9922	99XX	99XX	99XX_I	99XX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
4131	4121	4XXX	4XXX	4XXX_I	4XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
1121	1121	11XX	11XX	11XX_I	11XX_I	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual loss	Eventual loss
2221	2121	222X	2XXX	222X_I	2XXX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
2111	2121	2XXX	2XXX	2XXX_I	2XXX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual loss	Stable loss
4121	4121	4XXX	4XXX	4XXX_I	4XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
6969	6969	6XXX	6XXX	6XXX_E	6XXX_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
5344	5344	5XXX	5XXX	5XXX_E	5XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
7544	7544	7XXX	7XXX	7XXX_E	7XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
4544	4544	4XXX	4XXX	4XXX_E	4XXX_E	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
5544	5544	55XX	55XX	55XX_E	55XX_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
3544	3544	3XXX	3XXX	3XXX_E	3XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
3544	3544	3XXX	3XXX	3XXX_E	3XXX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
4544	4544	4XXX	4XXX	4XXX_E	4XXX_E	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
3334	3339	333X	333X	333X_E	333X_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
3334	3334	333X	333X	333X_E	333X_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
3334	3334	333X	333X	333X_E	333X_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
3334	3334	333X	333X	333X_E	333X_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
4334	4334	4XXX	4XXX	4XXX_E	4XXX_E	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
9466	9465	9XXX	9XXX	9XXX_I	9XXX_I	Changed	Changed	Shifted (2 LU Changes)	Fully Dynamic (All Different)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
4466	4465	44XX	44XX	44XX_E	44XX_E	Changed	Changed	Shifted (1 Change)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
4466	4465	44XX	44XX	44XX_E	44XX_E	Changed	Changed	Shifted (1 Change)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
4475	4475	44XX	44XX	44XX_E	44XX_E	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable absence	Stable absence
1531	1531	1XXX	1XXX	1XXX_I	1XXX_I	Not changed	Not changed	Reverted (2 LUs in between)	Reverted (2 LUs in between)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable loss	Stable loss
8831	8131	88XX	8XXX	88XX_I	8XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
1477	1477	1XXX	1XXX	1XXX_I	1XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual gain	Eventual gain
1477	1477	1XXX	1XXX	1XXX_I	1XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual gain	Eventual gain
1491	1491	1XXX	1XXX	1XXX_I	1XXX_I	Not changed	Not changed	Reverted (2 LUs in between)	Reverted (2 LUs in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
2121	2122	2XXX	2XXX	2XXX_I	2XXX_I	Changed	Not changed	Shifted (1 Change)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Intermittent Presence
2221	2121	222X	2XXX	222X_I	2XXX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
2281	2122	22XX	2XXX	22XX_I	2XXX_I	Changed	Not changed	Shifted (2 LU Changes)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Intermittent Presence
1181	1182	11XX	11XX	11XX_I	11XX_I	Not changed	Changed	Reverted (1 LU in between)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual loss	Eventual gain
2281	2281	22XX	22XX	22XX_I	22XX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
2281	2282	22XX	22XX	22XX_I	22XX_I	Changed	Not changed	Shifted (2 LU Changes)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable absence
2281	2282	22XX	22XX	22XX_I	22XX_I	Changed	Not changed	Shifted (2 LU Changes)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable absence
4944	4994	4XXX	4XXX	4XXX_E	4XXX_E	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable absence	Stable absence
4481	4481	44XX	44XX	44XX_I	44XX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
0421	4481	0XXX	44XX	0XXX_I	44XX_I	Changed	Changed	Fully Dynamic (All Different)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
1481	1481	1XXX	1XXX	1XXX_I	1XXX_I	Not changed	Not changed	Reverted (2 LUs in between)	Reverted (2 LUs in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
1269	1169	1XXX	11XX	1XXX_I	11XX_E	Changed	Changed	Fully Dynamic (All Different)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual gain	Eventual gain
0169	1169	0XXX	11XX	0XXX_I	11XX_E	Changed	Changed	Fully Dynamic (All Different)	Shifted (2 LU Changes)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Intermittent Presence	Eventual gain
1166	1166	11XX	11XX	11XX_E	11XX_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual gain	Eventual gain
1166	1166	11XX	11XX	11XX_E	11XX_E	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual gain	Eventual gain
1411	1411	1XXX	1XXX	1XXX_I	1XXX_I	Not changed	Not changed	Reverted (1 LU in between)	Reverted (1 LU in between)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Eventual loss	Eventual loss
5441	5441	5XXX	5XXX	5XXX_I	5XXX_I	Changed	Changed	Shifted (2 LU Changes)	Shifted (2 LU Changes)	Niet aanwezig maar laatste LU wel aanwezig	Niet aanwezig maar laatste LU wel aanwezig	Stable loss	Stable loss
2121	2121	2XXX	2XXX	2XXX_I	2XXX_I	Changed	Changed	Shifted (1 Change)	Shifted (1 Change)	Niet aanwezig en laatste LU niet aanwezig	Niet aanwezig en laatste LU niet aanwezig	Stable loss	Stable loss
